YY,MM,DD,hh,mm,WDIR,WSPD,GST,WVHT,DPD,APD,MWD,PRES,ATMP,WTMP,DEWP,VIS,PTDY,TIDE
2022,1,29,16,36,320,2.1,2.1,MM,MM,MM,MM,1031.9,10,12.7,MM,MM,MM,MM
2022,1,29,16,30,320,2.1,2.6,MM,MM,MM,MM,1031.9,9.9,12.7,MM,MM,MM,MM
2022,1,29,16,24,310,2.1,2.6,MM,MM,MM,MM,1032,9.9,12.7,MM,MM,MM,MM
2022,1,29,16,18,310,2.1,2.6,MM,MM,MM,MM,1032,9.9,12.7,MM,MM,MM,MM
2022,1,29,16,12,310,1.5,2.1,MM,MM,MM,MM,1032.1,10.5,12.9,MM,MM,MM,MM
2022,1,29,16,6,270,1.5,2.6,MM,MM,MM,MM,1032.1,10.6,13,MM,MM,MM,MM
2022,1,29,16,0,250,2.6,3.1,MM,MM,MM,MM,1032.1,10.4,13.1,MM,MM,1.1,MM
2022,1,29,15,54,260,2.6,3.1,MM,MM,MM,MM,1032.2,10.1,12.8,MM,MM,MM,MM
2022,1,29,15,48,250,2.6,3.1,MM,MM,MM,MM,1032.2,9.8,12.8,MM,MM,MM,MM
2022,1,29,15,42,250,2.6,3.6,MM,MM,MM,MM,1032.1,9.6,12.9,MM,MM,MM,MM
2022,1,29,15,36,250,2.1,3.1,MM,MM,MM,MM,1032.1,9.3,12.7,MM,MM,MM,MM
2022,1,29,15,30,260,2.6,2.6,MM,MM,MM,MM,1032.1,8.9,12.6,MM,MM,MM,MM
2022,1,29,15,24,260,2.6,3.6,MM,MM,MM,MM,1032.1,8.6,12.3,MM,MM,MM,MM
2022,1,29,15,18,260,3.1,3.6,MM,MM,MM,MM,1032.1,8.4,12.3,MM,MM,MM,MM
2022,1,29,15,12,260,2.6,3.1,MM,MM,MM,MM,1032,8.3,12.3,MM,MM,MM,MM
2022,1,29,15,6,270,2.1,2.6,MM,MM,MM,MM,1031.9,8,11.8,MM,MM,MM,MM
2022,1,29,15,0,270,1.5,2.1,MM,MM,MM,MM,1031.9,7.8,11.8,MM,MM,1.3,MM
2022,1,29,14,54,260,2.1,2.6,MM,MM,MM,MM,1031.8,7.5,11.8,MM,MM,MM,MM
2022,1,29,14,48,250,2.1,2.6,MM,MM,MM,MM,1031.8,7.2,11.8,MM,MM,MM,MM
2022,1,29,14,42,240,2.1,2.6,MM,MM,MM,MM,1031.7,6.7,11.8,MM,MM,MM,MM
2022,1,29,14,36,240,2.1,2.6,MM,MM,MM,MM,1031.7,6.5,11.8,MM,MM,MM,MM
2022,1,29,14,30,230,2.1,3.1,MM,MM,MM,MM,1031.7,6.3,11.8,MM,MM,MM,MM
2022,1,29,14,24,220,2.6,3.1,MM,MM,MM,MM,1031.6,6.1,11.8,MM,MM,MM,MM
2022,1,29,14,18,220,2.6,3.1,MM,MM,MM,MM,1031.6,5.8,11.8,MM,MM,MM,MM
2022,1,29,14,12,220,2.6,3.1,MM,MM,MM,MM,1031.5,5.4,11.8,MM,MM,MM,MM
2022,1,29,14,6,230,2.6,4.1,MM,MM,MM,MM,1031.5,5.4,11.8,MM,MM,MM,MM
2022,1,29,13,54,240,2.1,2.6,MM,MM,MM,MM,1031.4,6.3,11.8,MM,MM,MM,MM
2022,1,29,13,48,230,1.5,2.1,MM,MM,MM,MM,1031.4,6.2,11.8,MM,MM,MM,MM
2022,1,29,13,42,230,1.5,2.6,MM,MM,MM,MM,1031.2,5.8,11.8,MM,MM,MM,MM
2022,1,29,13,36,230,2.1,2.6,MM,MM,MM,MM,1031.1,6.1,11.8,MM,MM,MM,MM
2022,1,29,13,30,240,2.1,3.1,MM,MM,MM,MM,1031.1,7,11.8,MM,MM,MM,MM
2022,1,29,13,24,270,2.1,2.1,MM,MM,MM,MM,1031.1,7.8,11.8,MM,MM,MM,MM
2022,1,29,13,18,280,2.1,2.1,MM,MM,MM,MM,1031,7.7,11.8,MM,MM,MM,MM
2022,1,29,13,12,270,2.1,2.6,MM,MM,MM,MM,1031.1,7.6,11.9,MM,MM,MM,MM
2022,1,29,13,6,280,2.1,2.6,MM,MM,MM,MM,1031,7.4,11.9,MM,MM,MM,MM
2022,1,29,13,0,280,2.1,2.6,MM,MM,MM,MM,1031,7.3,11.9,MM,MM,0.4,MM
2022,1,29,12,54,280,2.6,2.6,MM,MM,MM,MM,1030.9,7.2,12,MM,MM,MM,MM
2022,1,29,12,48,280,2.6,2.6,MM,MM,MM,MM,1030.8,7,12,MM,MM,MM,MM
2022,1,29,12,42,280,2.6,3.1,MM,MM,MM,MM,1030.9,6.8,12,MM,MM,MM,MM
2022,1,29,12,36,280,2.6,3.1,MM,MM,MM,MM,1030.8,6.6,12.1,MM,MM,MM,MM
2022,1,29,12,30,280,2.6,3.1,MM,MM,MM,MM,1030.7,6.6,12.1,MM,MM,MM,MM
2022,1,29,12,24,280,2.6,3.1,MM,MM,MM,MM,1030.6,6.4,12.1,MM,MM,MM,MM
2022,1,29,12,18,270,2.6,3.1,MM,MM,MM,MM,1030.6,6.5,12.1,MM,MM,MM,MM
2022,1,29,12,12,270,2.6,3.1,MM,MM,MM,MM,1030.6,6.5,12.1,MM,MM,MM,MM
2022,1,29,12,6,270,2.6,3.1,MM,MM,MM,MM,1030.6,6.5,12.2,MM,MM,MM,MM
2022,1,29,12,0,260,2.6,3.1,MM,MM,MM,MM,1030.6,6.4,12.2,MM,MM,-0.3,MM
2022,1,29,11,54,270,2.6,3.1,MM,MM,MM,MM,1030.6,6.6,12.2,MM,MM,MM,MM
2022,1,29,11,48,260,2.6,3.1,MM,MM,MM,MM,1030.5,6.3,12.2,MM,MM,MM,MM
2022,1,29,11,42,260,2.6,3.1,MM,MM,MM,MM,1030.4,6.3,12.2,MM,MM,MM,MM
2022,1,29,11,36,250,2.6,3.1,MM,MM,MM,MM,1030.4,6,12.2,MM,MM,MM,MM
2022,1,29,11,30,250,2.6,3.1,MM,MM,MM,MM,1030.4,5.9,12.3,MM,MM,MM,MM
2022,1,29,11,24,260,2.6,3.1,MM,MM,MM,MM,1030.4,5.9,12.3,MM,MM,MM,MM
2022,1,29,11,18,260,3.1,3.6,MM,MM,MM,MM,1030.5,5.8,12.3,MM,MM,MM,MM
2022,1,29,11,12,250,3.1,3.6,MM,MM,MM,MM,1030.5,5.9,12.3,MM,MM,MM,MM
2022,1,29,11,6,250,3.1,3.6,MM,MM,MM,MM,1030.4,5.8,12.4,MM,MM,MM,MM
2022,1,29,11,0,250,3.1,3.6,MM,MM,MM,MM,1030.5,5.9,12.4,MM,MM,-0.9,MM
2022,1,29,10,54,250,3.1,3.6,MM,MM,MM,MM,1030.4,5.9,12.4,MM,MM,MM,MM
2022,1,29,10,48,250,3.6,3.6,MM,MM,MM,MM,1030.3,5.8,12.4,MM,MM,MM,MM
2022,1,29,10,42,250,3.6,3.6,MM,MM,MM,MM,1030.2,5.9,12.4,MM,MM,MM,MM
2022,1,29,10,36,250,2.6,3.1,MM,MM,MM,MM,1030.3,6,12.4,MM,MM,MM,MM
2022,1,29,10,30,250,3.1,3.6,MM,MM,MM,MM,1030.3,6.1,12.5,MM,MM,MM,MM
2022,1,29,10,24,250,3.1,3.6,MM,MM,MM,MM,1030.4,6.4,12.5,MM,MM,MM,MM
2022,1,29,10,18,250,3.6,4.1,MM,MM,MM,MM,1030.4,6.5,12.5,MM,MM,MM,MM
2022,1,29,10,12,260,3.1,4.1,MM,MM,MM,MM,1030.4,6.6,12.6,MM,MM,MM,MM
2022,1,29,10,6,260,3.6,4.1,MM,MM,MM,MM,1030.5,6.7,12.7,MM,MM,MM,MM
2022,1,29,10,0,260,3.1,4.1,MM,MM,MM,MM,1030.6,6.6,12.7,MM,MM,-1.1,MM
2022,1,29,9,54,250,4.1,4.6,MM,MM,MM,MM,1030.7,6.7,12.7,MM,MM,MM,MM
2022,1,29,9,48,250,3.6,4.1,MM,MM,MM,MM,1030.7,6.7,12.8,MM,MM,MM,MM
2022,1,29,9,42,250,3.6,4.1,MM,MM,MM,MM,1030.7,6.8,12.8,MM,MM,MM,MM
2022,1,29,9,36,260,3.6,4.1,MM,MM,MM,MM,1030.8,6.9,12.9,MM,MM,MM,MM
2022,1,29,9,30,260,3.6,4.1,MM,MM,MM,MM,1030.9,6.9,12.9,MM,MM,MM,MM
2022,1,29,9,24,250,3.6,4.1,MM,MM,MM,MM,1031,6.8,12.9,MM,MM,MM,MM
2022,1,29,9,18,250,4.1,4.6,MM,MM,MM,MM,1031,6.8,13,MM,MM,MM,MM
2022,1,29,9,12,250,4.1,4.6,MM,MM,MM,MM,1031,6.5,13,MM,MM,MM,MM
2022,1,29,9,6,250,3.6,3.6,MM,MM,MM,MM,1030.9,6.5,13,MM,MM,MM,MM
2022,1,29,9,0,250,3.6,4.1,MM,MM,MM,MM,1030.9,6.6,13.1,MM,MM,-0.9,MM
2022,1,29,8,54,250,3.1,4.1,MM,MM,MM,MM,1030.9,6.6,13.1,MM,MM,MM,MM
2022,1,29,8,48,250,3.6,3.6,MM,MM,MM,MM,1030.9,6.7,13,MM,MM,MM,MM
2022,1,29,8,42,250,3.1,3.6,MM,MM,MM,MM,1031,6.9,13,MM,MM,MM,MM
2022,1,29,8,36,250,3.1,3.6,MM,MM,MM,MM,1031.1,6.9,13.1,MM,MM,MM,MM
2022,1,29,8,30,240,3.6,4.1,MM,MM,MM,MM,1031.1,7,13.1,MM,MM,MM,MM
2022,1,29,8,24,240,3.6,4.1,MM,MM,MM,MM,1031.1,7,13.2,MM,MM,MM,MM
2022,1,29,8,18,240,3.6,4.1,MM,MM,MM,MM,1031.3,6.9,13.2,MM,MM,MM,MM
2022,1,29,8,12,240,3.1,4.1,MM,MM,MM,MM,1031.4,6.9,13.3,MM,MM,MM,MM
2022,1,29,8,6,250,3.6,3.6,MM,MM,MM,MM,1031.4,6.8,13.4,MM,MM,MM,MM
2022,1,29,8,0,250,3.1,4.1,MM,MM,MM,MM,1031.4,6.9,13.4,MM,MM,-0.6,MM
2022,1,29,7,54,250,3.6,3.6,MM,MM,MM,MM,1031.4,6.8,13.4,MM,MM,MM,MM
2022,1,29,7,48,250,3.6,4.1,MM,MM,MM,MM,1031.3,6.9,13.4,MM,MM,MM,MM
2022,1,29,7,42,250,3.1,3.6,MM,MM,MM,MM,1031.3,6.9,13.4,MM,MM,MM,MM
2022,1,29,7,36,250,3.1,3.6,MM,MM,MM,MM,1031.4,6.9,13.4,MM,MM,MM,MM
2022,1,29,7,30,250,3.1,3.6,MM,MM,MM,MM,1031.4,7,13.4,MM,MM,MM,MM
2022,1,29,7,24,250,3.6,4.1,MM,MM,MM,MM,1031.5,7,13.4,MM,MM,MM,MM
2022,1,29,7,18,250,3.6,3.6,MM,MM,MM,MM,1031.6,6.8,13.5,MM,MM,MM,MM
2022,1,29,7,12,250,3.1,4.1,MM,MM,MM,MM,1031.7,7,13.6,MM,MM,MM,MM
2022,1,29,7,6,240,3.1,4.1,MM,MM,MM,MM,1031.8,7,13.5,MM,MM,MM,MM
2022,1,29,7,0,240,3.6,3.6,MM,MM,MM,MM,1031.7,6.9,13.6,MM,MM,0,MM
2022,1,29,6,54,240,3.6,4.1,MM,MM,MM,MM,1031.7,6.9,13.6,MM,MM,MM,MM
2022,1,29,6,48,240,3.1,3.6,MM,MM,MM,MM,1031.7,6.9,13.6,MM,MM,MM,MM
2022,1,29,6,42,240,3.1,3.6,MM,MM,MM,MM,1031.8,6.8,13.7,MM,MM,MM,MM
2022,1,29,6,36,240,3.1,3.6,MM,MM,MM,MM,1031.7,6.8,13.7,MM,MM,MM,MM
2022,1,29,6,30,240,3.6,3.6,MM,MM,MM,MM,1031.7,6.7,13.7,MM,MM,MM,MM
2022,1,29,6,24,240,3.1,3.6,MM,MM,MM,MM,1031.7,6.8,13.7,MM,MM,MM,MM
2022,1,29,6,18,250,3.1,3.1,MM,MM,MM,MM,1031.6,6.8,13.7,MM,MM,MM,MM
2022,1,29,6,12,250,3.1,3.1,MM,MM,MM,MM,1031.6,6.9,13.7,MM,MM,MM,MM
2022,1,29,6,6,250,2.6,3.1,MM,MM,MM,MM,1031.7,7.2,13.8,MM,MM,MM,MM
2022,1,29,6,0,250,2.6,3.1,MM,MM,MM,MM,1031.8,7.3,13.9,MM,MM,0.3,MM
2022,1,29,5,54,250,2.6,3.1,MM,MM,MM,MM,1031.9,7.3,13.8,MM,MM,MM,MM
2022,1,29,5,48,240,2.6,3.1,MM,MM,MM,MM,1032,7.4,13.9,MM,MM,MM,MM
2022,1,29,5,42,240,2.1,2.6,MM,MM,MM,MM,1032.1,7.4,13.9,MM,MM,MM,MM
2022,1,29,5,36,240,2.1,2.6,MM,MM,MM,MM,1032.1,7.5,13.9,MM,MM,MM,MM
2022,1,29,5,30,230,2.6,2.6,MM,MM,MM,MM,1032.1,7.7,13.9,MM,MM,MM,MM
2022,1,29,5,24,230,2.6,3.1,MM,MM,MM,MM,1032.1,7.7,13.9,MM,MM,MM,MM
2022,1,29,5,18,230,2.6,3.1,MM,MM,MM,MM,1032.2,7.8,13.9,MM,MM,MM,MM
2022,1,29,5,12,230,2.6,3.1,MM,MM,MM,MM,1032.1,7.8,13.9,MM,MM,MM,MM
2022,1,29,5,6,240,2.6,3.1,MM,MM,MM,MM,1032.1,7.9,13.9,MM,MM,MM,MM
2022,1,29,5,0,240,2.6,3.1,MM,MM,MM,MM,1032,7.9,14,MM,MM,0.8,MM
2022,1,29,4,54,230,2.6,3.1,MM,MM,MM,MM,1032.1,7.9,14.1,MM,MM,MM,MM
2022,1,29,4,48,220,2.6,3.1,MM,MM,MM,MM,1032.1,8.1,14.2,MM,MM,MM,MM
2022,1,29,4,42,220,2.6,3.1,MM,MM,MM,MM,1032.1,8.4,14.2,MM,MM,MM,MM
2022,1,29,4,36,230,2.6,3.6,MM,MM,MM,MM,1031.9,8.7,14.3,MM,MM,MM,MM
2022,1,29,4,30,240,2.6,3.1,MM,MM,MM,MM,1031.8,8.9,14.4,MM,MM,MM,MM
2022,1,29,4,24,250,2.1,3.1,MM,MM,MM,MM,1031.8,9.2,14.7,MM,MM,MM,MM
2022,1,29,4,18,260,2.6,3.1,MM,MM,MM,MM,1031.8,9.4,14.8,MM,MM,MM,MM
2022,1,29,4,12,260,2.6,3.6,MM,MM,MM,MM,1031.8,9.7,14.9,MM,MM,MM,MM
2022,1,29,4,6,260,2.6,3.6,MM,MM,MM,MM,1031.9,9.5,14.9,MM,MM,MM,MM
2022,1,29,4,0,260,2.6,3.1,MM,MM,MM,MM,1031.8,9.4,14.9,MM,MM,1,MM
2022,1,29,3,54,250,2.6,3.6,MM,MM,MM,MM,1031.8,9.5,14.9,MM,MM,MM,MM
2022,1,29,3,48,270,2.6,3.1,MM,MM,MM,MM,MM,MM,MM,MM,MM,MM,MM
2022,1,29,3,42,270,2.6,3.1,MM,MM,MM,MM,1031.7,9.6,15,MM,MM,MM,MM
2022,1,29,3,36,260,3.1,3.1,MM,MM,MM,MM,1031.7,9.5,15,MM,MM,MM,MM
2022,1,29,3,30,260,2.6,3.1,MM,MM,MM,MM,1031.7,9.4,15.1,MM,MM,MM,MM
2022,1,29,3,24,250,2.6,3.1,MM,MM,MM,MM,1031.7,9.4,15.1,MM,MM,MM,MM
2022,1,29,3,18,260,2.6,3.1,MM,MM,MM,MM,1031.6,9.4,15.1,MM,MM,MM,MM
2022,1,29,3,12,250,2.6,2.6,MM,MM,MM,MM,1031.6,9.5,15.1,MM,MM,MM,MM
2022,1,29,3,6,250,2.6,2.6,MM,MM,MM,MM,1031.6,9.5,15.1,MM,MM,MM,MM
2022,1,29,3,0,240,2.6,2.6,MM,MM,MM,MM,1031.5,9.5,15.1,MM,MM,1.4,MM
2022,1,29,2,54,250,2.1,2.6,MM,MM,MM,MM,1031.4,9.9,15,MM,MM,MM,MM
2022,1,29,2,48,240,2.1,3.1,MM,MM,MM,MM,1031.3,9.8,14.8,MM,MM,MM,MM
2022,1,29,2,42,250,2.6,3.6,MM,MM,MM,MM,1031.3,10.4,14.7,MM,MM,MM,MM
2022,1,29,2,36,280,3.6,5.7,MM,MM,MM,MM,1031.3,11.6,14.7,MM,MM,MM,MM
2022,1,29,2,30,290,4.6,5.7,MM,MM,MM,MM,1031.4,12.1,14.7,MM,MM,MM,MM
2022,1,29,2,24,290,5.1,6.2,MM,MM,MM,MM,1031.4,12.1,14.6,MM,MM,MM,MM
2022,1,29,2,18,290,5.1,6.2,MM,MM,MM,MM,1031.4,12.2,14.7,MM,MM,MM,MM
2022,1,29,2,12,290,5.7,6.7,MM,MM,MM,MM,1031.3,12.3,14.6,MM,MM,MM,MM
2022,1,29,2,6,300,5.7,6.7,MM,MM,MM,MM,1031.3,12.4,14.6,MM,MM,MM,MM
2022,1,29,2,0,300,6.2,6.7,MM,MM,MM,MM,1031.2,12.4,14.6,MM,MM,1.4,MM
2022,1,29,1,54,300,5.7,6.2,MM,MM,MM,MM,1031.2,12.3,14.6,MM,MM,MM,MM
2022,1,29,1,48,290,5.7,6.2,MM,MM,MM,MM,1031.1,12.3,14.6,MM,MM,MM,MM
2022,1,29,1,42,290,6.2,6.7,MM,MM,MM,MM,1031.1,12.3,14.7,MM,MM,MM,MM
2022,1,29,1,36,290,6.2,6.7,MM,MM,MM,MM,1031,12.3,14.7,MM,MM,MM,MM
2022,1,29,1,30,300,6.2,6.7,MM,MM,MM,MM,1031,12.4,14.7,MM,MM,MM,MM
2022,1,29,1,24,300,6.2,6.7,MM,MM,MM,MM,1030.9,12.4,14.8,MM,MM,MM,MM
2022,1,29,1,18,300,6.2,6.7,MM,MM,MM,MM,1030.9,12.3,14.8,MM,MM,MM,MM
2022,1,29,1,12,300,6.2,6.7,MM,MM,MM,MM,1030.9,12.3,14.8,MM,MM,MM,MM
2022,1,29,1,6,300,5.7,7.2,MM,MM,MM,MM,1030.8,12.3,14.9,MM,MM,MM,MM
2022,1,29,1,0,300,5.7,6.7,MM,MM,MM,MM,1030.8,12.4,14.8,MM,MM,MM,MM
2022,1,29,0,54,300,5.7,6.2,MM,MM,MM,MM,1030.7,12.3,15.1,MM,MM,MM,MM
2022,1,29,0,48,300,5.7,6.7,MM,MM,MM,MM,1030.6,12.3,15.2,MM,MM,MM,MM
2022,1,29,0,42,310,6.2,7.2,MM,MM,MM,MM,1030.6,12.3,15.2,MM,MM,MM,MM
2022,1,29,0,36,310,6.7,7.7,MM,MM,MM,MM,1030.5,12.4,15.4,MM,MM,MM,MM
2022,1,29,0,30,310,6.7,7.7,MM,MM,MM,MM,1030.4,12.5,15.4,MM,MM,MM,MM
2022,1,29,0,18,320,7.2,8.8,MM,MM,MM,MM,1030.3,12.6,15.3,MM,MM,MM,MM
2022,1,29,0,12,320,6.7,8.2,MM,MM,MM,MM,1030.1,12.7,15.2,MM,MM,MM,MM
2022,1,29,0,6,310,6.7,8.2,MM,MM,MM,MM,1030,12.7,15.3,MM,MM,MM,MM
2022,1,29,0,0,310,7.7,8.8,MM,MM,MM,MM,1030.1,12.8,15.4,MM,MM,0.4,MM
2022,1,28,23,54,310,7.7,9.3,MM,MM,MM,MM,1030,12.8,15.4,MM,MM,MM,MM
2022,1,28,23,48,310,7.7,8.8,MM,MM,MM,MM,1030.1,12.8,15.4,MM,MM,MM,MM
2022,1,28,23,42,320,7.7,8.2,MM,MM,MM,MM,1030,12.9,15.5,MM,MM,MM,MM
2022,1,28,23,36,320,7.2,8.2,MM,MM,MM,MM,1030,12.9,15.5,MM,MM,MM,MM
2022,1,28,23,30,320,7.2,8.8,MM,MM,MM,MM,1029.9,12.8,15.4,MM,MM,MM,MM
2022,1,28,23,24,320,7.7,9.3,MM,MM,MM,MM,1030,12.9,15.5,MM,MM,MM,MM
2022,1,28,23,18,320,8.8,9.8,MM,MM,MM,MM,1029.9,12.9,15.5,MM,MM,MM,MM
2022,1,28,23,12,320,8.8,10.8,MM,MM,MM,MM,1029.9,12.9,15.4,MM,MM,MM,MM
2022,1,28,23,6,320,9.8,10.8,MM,MM,MM,MM,1029.9,13,15.4,MM,MM,MM,MM
2022,1,28,23,0,320,7.7,9.8,MM,MM,MM,MM,1029.8,13,15.3,MM,MM,-1,MM
2022,1,28,22,48,330,8.2,9.8,MM,MM,MM,MM,1029.6,13,15.4,MM,MM,MM,MM
2022,1,28,22,42,330,8.2,9.3,MM,MM,MM,MM,1029.5,13,15.4,MM,MM,MM,MM
2022,1,28,22,36,320,7.7,8.8,MM,MM,MM,MM,1029.4,13,15.4,MM,MM,MM,MM
2022,1,28,22,30,320,6.7,8.2,MM,MM,MM,MM,1029.4,13.1,15.4,MM,MM,MM,MM
2022,1,28,22,24,320,6.7,8.2,MM,MM,MM,MM,1029.4,13,15.6,MM,MM,MM,MM
2022,1,28,22,18,310,5.7,7.2,MM,MM,MM,MM,1029.3,12.9,15.6,MM,MM,MM,MM
2022,1,28,22,12,310,6.2,7.2,MM,MM,MM,MM,1029.4,12.9,15.5,MM,MM,MM,MM
2022,1,28,22,6,320,6.7,7.7,MM,MM,MM,MM,1029.4,12.8,15.6,MM,MM,MM,MM
2022,1,28,21,54,320,6.2,7.7,MM,MM,MM,MM,1029.4,12.6,15.5,MM,MM,MM,MM
2022,1,28,21,48,320,5.7,6.2,MM,MM,MM,MM,1029.4,12.5,15.4,MM,MM,MM,MM
2022,1,28,21,42,320,6.2,7.2,MM,MM,MM,MM,1029.4,12.5,15.4,MM,MM,MM,MM
2022,1,28,21,36,320,6.2,7.2,MM,MM,MM,MM,1029.6,12.4,15.4,MM,MM,MM,MM
2022,1,28,21,30,MM,MM,MM,MM,MM,MM,MM,1029.6,12.4,15.3,MM,MM,MM,MM
2022,1,28,21,24,MM,MM,MM,MM,MM,MM,MM,1029.6,12.2,15.3,MM,MM,MM,MM
2022,1,28,21,18,MM,MM,MM,MM,MM,MM,MM,1029.7,12.1,15.2,MM,MM,MM,MM
2022,1,28,21,12,300,3.6,4.6,MM,MM,MM,MM,1029.7,11.7,15.3,MM,MM,MM,MM
2022,1,28,21,6,280,3.6,4.6,MM,MM,MM,MM,1029.6,11.4,15.3,MM,MM,MM,MM
2022,1,28,21,0,290,3.1,4.1,MM,MM,MM,MM,1029.7,11.4,15.3,MM,MM,-2.2,MM
2022,1,28,20,54,290,2.1,2.6,MM,MM,MM,MM,1029.8,11.1,15.1,MM,MM,MM,MM
2022,1,28,20,48,280,2.6,4.1,MM,MM,MM,MM,1029.8,11,15.2,MM,MM,MM,MM
2022,1,28,20,42,290,3.1,4.1,MM,MM,MM,MM,1029.9,10.9,15.2,MM,MM,MM,MM
2022,1,28,20,36,300,3.6,4.1,MM,MM,MM,MM,1030,10.8,15.3,MM,MM,MM,MM
2022,1,28,20,30,320,3.6,5.1,MM,MM,MM,MM,1030.1,10.9,15.2,MM,MM,MM,MM
2022,1,28,20,24,320,4.6,6.7,MM,MM,MM,MM,1030.2,10.7,15.2,MM,MM,MM,MM
2022,1,28,20,18,320,5.7,6.7,MM,MM,MM,MM,1030.3,10.8,15.2,MM,MM,MM,MM
2022,1,28,20,12,320,6.7,7.2,MM,MM,MM,MM,1030.5,10.7,15,MM,MM,MM,MM
2022,1,28,20,6,320,6.2,7.7,MM,MM,MM,MM,1030.6,10.7,14.7,MM,MM,MM,MM
2022,1,28,20,0,320,6.7,8.8,MM,MM,MM,MM,1030.8,10.7,14.2,MM,MM,-2,MM
2022,1,28,19,54,310,7.2,8.8,MM,MM,MM,MM,1030.8,10.6,14.2,MM,MM,MM,MM
